play_type
pass
run
pass
punt
run
pass
run
punt
pass
pass
run
pass
pass
punt
run
pass
run
pass
pass
field_goal
run
run
pass
punt
pass
pass
run
pass
pass
pass
run
run
pass
run
pass
run
pass
pass
punt
pass
run
pass
pass
run
pass
run
run
pass
punt
pass
run
pass
run
pass
pass
run
pass
pass
run
pass
field_goal
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
run
run
run
punt
run
run
run
punt
pass
run
pass
run
run
pass
punt
run
pass
pass
run
pass
pass
punt
run
run
pass
punt
pass
run
pass
run
pass
pass
field_goal
pass
pass
pass
pass
pass
run
pass
pass
pass
run
run
field_goal
pass
pass
pass
pass
punt
pass
pass
pass
pass
run
run
run
pass
pass
pass
run
run
pass
pass
pass
pass
field_goal
run
pass
run
pass
pass
run
pass
field_goal
run
run
pass
punt
run
pass
run
run
punt
pass
run
run
pass
run
run
pass
run
run
run
pass
field_goal
run
pass
pass
punt
pass
pass
run
run
run
pass
run
pass
run
run
run
run
field_goal
pass
run
run
punt
pass
run
run
punt
pass
pass
pass
punt
pass
pass
pass
punt
pass
pass
pass
run
run
run
pass
run
pass
run
run
run
run
run
pass
run
pass
run
pass
pass
run
run
run
run
run
run
pass
pass
pass
pass
run
pass
pass
run
pass
punt
run
pass
run
pass
punt
pass
pass
pass
pass
run
run
run
pass
pass
field_goal
pass
pass
pass
punt
run
pass
pass
pass
pass
pass
pass
run
run
pass
punt
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
punt
run
pass
pass
pass
run
pass
run
pass
pass
run
run
field_goal
run
pass
pass
punt
run
pass
pass
punt
run
pass
pass
punt
pass
run
pass
run
pass
run
run
run
run
pass
run
pass
run
punt
run
pass
run
pass
run
run
pass
pass
run
pass
pass
run
pass
pass
pass
punt
pass
pass
pass
pass
pass
pass
pass
punt
pass
pass
run
field_goal
run
pass
pass
run
run
run
run
pass
run
pass
run
pass
run
run
pass
pass
field_goal
run
pass
run
pass
pass
field_goal
pass
pass
pass
pass
pass
run
pass
run
run
pass
run
run
run
run
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
run
run
run
run
pass
run
pass
run
pass
run
run
field_goal
run
run
pass
pass
run
pass
run
pass
field_goal
run
run
pass
run
run
pass
field_goal
run
run
pass
run
run
run
pass
run
run
run
run
run
run
pass
pass
punt
pass
run
run
pass
punt
run
pass
pass
run
pass
pass
pass
run
pass
pass
punt
pass
run
run
punt
pass
pass
pass
pass
pass
field_goal
run
pass
pass
run
pass
punt
pass
run
pass
pass
run
pass
punt
pass
run
pass
punt
run
pass
pass
punt
pass
run
pass
pass
pass
pass
punt
run
run
run
run
pass
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
pass
run
run
run
pass
run
run
pass
pass
punt
run
pass
pass
punt
run
pass
pass
punt
run
run
run
pass
pass
pass
pass
pass
run
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
punt
run
pass
pass
punt
run
run
pass
run
run
pass
run
pass
run
run
pass
pass
run
run
pass
pass
run
pass
pass
pass
pass
punt
pass
run
pass
pass
run
run
pass
pass
run
pass
pass
run
run
run
run
run
run
pass
pass
punt
pass
run
pass
punt
pass
pass
pass
pass
pass
run
run
pass
punt
run
pass
pass
pass
pass
pass
punt
pass
pass
run
run
run
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
run
run
run
run
run
run
run
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
run
run
pass
pass
pass
punt
run
pass
pass
run
pass
pass
pass
pass
run
pass
run
run
run
pass
run
pass
run
run
run
run
pass
pass
field_goal
pass
pass
pass
run
pass
pass
run
pass
run
run
run
pass
pass
pass
run
run
pass
pass
field_goal
pass
pass
run
pass
field_goal
run
pass
run
pass
pass
punt
run
pass
pass
pass
pass
run
run
run
pass
pass
run
run
pass
punt
pass
pass
pass
punt
run
pass
pass
punt
pass
run
pass
field_goal
pass
run
run
pass
run
run
pass
run
run
run
run
run
pass
run
pass
run
pass
pass
punt
pass
run
run
punt
run
run
pass
run
pass
run
run
pass
pass
pass
pass
run
run
run
pass
pass
punt
run
run
pass
pass
run
pass
run
pass
punt
run
run
pass
punt
run
run
pass
run
pass
pass
run
run
run
pass
pass
pass
punt
pass
pass
run
pass
punt
pass
pass
pass
punt
pass
run
pass
run
run
pass
run
run
pass
run
pass
pass
punt
run
run
run
run
pass
pass
punt
run
run
pass
pass
pass
pass
pass
run
field_goal
pass
pass
pass
pass
pass
pass
punt
run
run
pass
punt
run
pass
pass
punt
run
pass
run
run
pass
run
pass
punt
run
pass
pass
punt
pass
run
run
pass
field_goal
pass
pass
pass
punt
pass
pass
pass
run
pass
pass
run
run
pass
pass
punt
run
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
pass
run
run
run
pass
run
run
run
run
run
run
run
pass
pass
run
pass
punt
run
pass
run
pass
pass
field_goal
pass
run
pass
run
run
pass
run
run
pass
punt
run
pass
pass
pass
run
run
pass
punt
pass
run
run
pass
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
pass
pass
field_goal
pass
run
run
pass
pass
pass
punt
pass
run
run
run
run
run
run
run
pass
run
pass
pass
pass
run
run
pass
run
run
pass
run
punt
run
pass
pass
pass
pass
pass
punt
pass
run
pass
run
pass
pass
pass
pass
pass
punt
run
pass
pass
punt
run
pass
pass
run
pass
pass
run
pass
run
field_goal
run
pass
run
run
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
pass
punt
run
pass
pass
pass
pass
pass
run
pass
field_goal
pass
pass
pass
punt
pass
pass
run
run
pass
run
run
pass
pass
pass
run
run
pass
run
pass
pass
punt
run
pass
pass
punt
run
run
run
punt
run
pass
pass
punt
pass
run
run
pass
pass
pass
pass
pass
pass
run
pass
pass
field_goal
run
run
pass
run
run
pass
run
pass
run
run
pass
run
pass
pass
run
run
run
pass
run
pass
run
run
pass
run
pass
run
run
run
run
pass
pass
run
run
pass
punt
pass
run
pass
pass
punt
run
run
pass
run
pass
pass
field_goal
run
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
pass
pass
pass
pass
pass
pass
run
run
run
run
pass
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
field_goal
run
run
pass
pass
pass
pass
punt
pass
pass
run
pass
pass
run
run
pass
pass
punt
run
run
run
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
run
run
pass
punt
run
run
pass
punt
run
pass
pass
pass
pass
pass
pass
pass
pass
field_goal
run
run
run
pass
punt
pass
run
pass
punt
pass
pass
pass
punt
run
pass
pass
punt
run
run
pass
run
run
run
run
run
pass
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
pass
field_goal
pass
pass
pass
punt
pass
pass
pass
pass
run
run
pass
field_goal
pass
pass
pass
pass
run
pass
run
pass
pass
pass
pass
pass
run
run
run
run
pass
run
pass
run
pass
punt
run
run
pass
punt
run
run
pass
pass
run
run
pass
field_goal
run
pass
pass
punt
pass
run
pass
pass
field_goal
pass
pass
run
pass
pass
field_goal
pass
run
pass
run
pass
pass
punt
run
pass
pass
punt
run
pass
pass
punt
run
pass
pass
punt
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
field_goal
run
run
pass
punt
pass
run
pass
run
pass
pass
punt
run
run
run
punt
pass
run
run
run
pass
run
pass
pass
pass
pass
punt
pass
pass
run
pass
run
run
pass
field_goal
pass
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
punt
run
run
run
punt
pass
pass
pass
pass
run
run
run
punt
pass
pass
pass
run
pass
pass
run
pass
pass
punt
run
run
pass
punt
run
run
pass
run
pass
punt
pass
pass
run
pass
pass
punt
run
pass
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
pass
run
run
pass
pass
field_goal
run
pass
run
run
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
punt
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
run
run
pass
pass
run
pass
punt
run
pass
pass
pass
pass
pass
punt
pass
run
run
run
pass
pass
pass
pass
run
pass
punt
run
pass
pass
pass
run
pass
run
punt
run
run
run
run
pass
pass
pass
run
run
punt
run
pass
pass
punt
pass
run
pass
run
run
run
punt
pass
run
pass
pass
pass
pass
run
pass
run
run
run
punt
pass
pass
pass
pass
pass
run
pass
pass
run
pass
run
pass
pass
run
run
field_goal
run
pass
run
pass
punt
run
pass
pass
pass
run
run
pass
run
run
run
run
run
run
punt
run
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
run
run
run
pass
pass
run
pass
pass
pass
pass
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
run
pass
run
run
pass
punt
pass
run
pass
run
punt
run
run
pass
run
run
run
punt
run
pass
run
pass
pass
field_goal
run
pass
run
run
run
pass
pass
field_goal
run
pass
pass
punt
pass
pass
pass
run
run
pass
pass
pass
pass
field_goal
pass
pass
pass
pass
run
pass
pass
run
pass
run
pass
run
run
pass
field_goal
pass
run
pass
punt
pass
pass
pass
pass
run
pass
pass
punt
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
punt
run
run
pass
punt
pass
pass
pass
punt
run
run
pass
punt
run
run
pass
pass
run
pass
pass
pass
field_goal
pass
run
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
pass
pass
run
punt
pass
run
pass
punt
pass
pass
run
pass
run
run
run
pass
pass
run
pass
run
run
pass
pass
pass
pass
pass
punt
pass
run
run
pass
run
pass
run
field_goal
run
run
run
run
run
pass
punt
run
run
pass
run
run
pass
pass
field_goal
pass
pass
run
pass
run
pass
pass
run
run
run
run
run
pass
field_goal
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
run
pass
punt
run
pass
pass
pass
run
pass
run
run
pass
run
field_goal
run
run
run
pass
run
pass
pass
run
pass
punt
pass
pass
run
run
pass
punt
run
pass
run
pass
pass
run
pass
pass
run
run
run
pass
pass
run
run
pass
pass
pass
pass
punt
pass
pass
run
pass
pass
pass
pass
pass
run
field_goal
pass
pass
pass
pass
punt
pass
pass
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
run
pass
run
pass
pass
field_goal
pass
pass
run
pass
run
pass
pass
run
pass
pass
field_goal
pass
run
pass
run
run
pass
run
run
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
pass
run
pass
pass
punt
run
run
run
pass
run
run
pass
run
run
run
run
pass
pass
run
pass
run
