play_type
pass
run
pass
run
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
pass
run
run
pass
run
pass
run
pass
pass
pass
run
pass
pass
run
pass
run
run
pass
pass
run
pass
run
pass
pass
run
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
run
run
run
run
run
run
pass
run
pass
run
run
pass
run
pass
pass
run
pass
pass
run
run
pass
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
run
run
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
pass
pass
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
run
pass
run
run
pass
run
pass
run
run
pass
run
run
pass
run
run
pass
run
run
run
pass
run
pass
pass
pass
pass
run
run
run
pass
run
pass
run
run
run
run
pass
run
run
pass
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
run
run
run
run
run
pass
run
pass
run
pass
pass
run
run
run
run
run
run
pass
pass
pass
pass
run
pass
pass
run
pass
run
pass
run
pass
pass
pass
pass
pass
run
run
run
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
pass
run
run
run
pass
pass
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
run
run
run
run
pass
run
pass
run
run
pass
run
pass
run
run
pass
pass
run
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
pass
run
run
run
run
pass
run
pass
run
pass
run
run
pass
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
run
pass
run
run
pass
run
run
run
run
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
run
run
run
run
pass
run
pass
run
pass
run
run
run
run
pass
pass
run
pass
run
pass
run
run
pass
run
run
pass
run
run
pass
run
run
run
pass
run
run
run
run
run
run
pass
pass
pass
run
run
pass
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
run
pass
pass
pass
pass
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
run
pass
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
pass
run
run
run
pass
run
run
pass
pass
run
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
run
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
run
run
pass
run
run
pass
run
pass
run
run
pass
pass
run
run
pass
pass
run
pass
pass
pass
pass
pass
run
pass
pass
run
run
pass
pass
run
pass
pass
run
run
run
run
run
run
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
run
run
run
run
run
run
run
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
run
pass
pass
pass
pass
run
pass
run
run
run
pass
run
pass
run
run
run
run
pass
pass
pass
pass
pass
run
pass
pass
run
pass
run
run
run
pass
pass
pass
run
run
pass
pass
pass
pass
run
pass
run
pass
run
pass
pass
run
pass
pass
pass
pass
run
run
run
pass
pass
run
run
pass
pass
pass
pass
run
pass
pass
pass
run
pass
pass
run
run
pass
run
run
pass
run
run
run
run
run
pass
run
pass
run
pass
pass
pass
run
run
run
run
pass
run
pass
run
run
pass
pass
pass
pass
run
run
run
pass
pass
run
run
pass
pass
run
pass
run
pass
run
run
pass
run
run
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
run
pass
run
run
pass
run
run
pass
run
pass
pass
run
run
run
run
pass
pass
run
run
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
run
pass
run
run
pass
run
pass
run
pass
pass
pass
run
run
pass
pass
pass
pass
pass
pass
pass
run
pass
pass
run
run
pass
pass
run
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
pass
run
run
run
pass
run
run
run
run
run
run
run
pass
pass
run
pass
run
pass
run
pass
pass
pass
run
pass
run
run
pass
run
run
pass
run
pass
pass
pass
run
run
pass
pass
run
run
pass
pass
run
pass
run
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
pass
pass
pass
pass
run
run
run
run
run
run
run
pass
run
pass
pass
pass
run
run
pass
run
run
pass
run
run
pass
pass
pass
pass
pass
pass
run
pass
run
pass
pass
pass
pass
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
pass
run
run
pass
run
run
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
pass
run
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
run
pass
pass
pass
run
run
pass
run
pass
pass
run
pass
pass
run
run
run
run
pass
pass
pass
run
run
pass
pass
pass
pass
pass
pass
run
pass
pass
run
run
pass
run
run
pass
run
pass
run
run
pass
run
pass
pass
run
run
run
pass
run
pass
run
run
pass
run
pass
run
run
run
run
pass
pass
run
run
pass
pass
run
pass
pass
run
run
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
run
run
pass
pass
pass
pass
pass
pass
run
run
run
run
pass
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
pass
run
run
pass
pass
pass
pass
pass
pass
run
pass
pass
run
run
pass
pass
run
run
run
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
run
pass
run
run
pass
run
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
pass
run
pass
pass
pass
pass
run
pass
pass
run
run
pass
run
run
run
run
run
pass
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
pass
pass
pass
pass
run
pass
run
pass
pass
pass
pass
pass
run
run
run
run
pass
run
pass
run
pass
run
run
pass
run
run
pass
pass
run
run
pass
run
pass
pass
pass
run
pass
pass
pass
pass
run
pass
pass
pass
run
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
pass
run
pass
run
pass
pass
run
run
run
pass
run
run
run
pass
run
pass
pass
pass
pass
pass
pass
run
pass
run
run
pass
pass
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
pass
pass
pass
run
run
run
pass
pass
pass
run
pass
pass
run
pass
pass
run
run
pass
run
run
pass
run
pass
pass
pass
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
run
run
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
pass
run
pass
pass
run
pass
pass
run
pass
run
pass
pass
run
run
pass
pass
run
pass
run
pass
pass
pass
pass
pass
pass
run
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
pass
run
pass
run
run
run
run
run
pass
pass
pass
run
run
run
pass
pass
pass
run
pass
run
run
run
pass
run
pass
pass
pass
pass
run
pass
run
run
run
pass
pass
pass
pass
pass
run
pass
pass
run
pass
run
pass
pass
run
run
run
pass
run
pass
run
pass
pass
pass
run
run
pass
run
run
run
run
run
run
run
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
run
run
run
pass
pass
run
pass
pass
pass
pass
pass
pass
run
pass
pass
run
run
run
pass
pass
pass
run
pass
run
run
pass
pass
run
pass
run
run
run
pass
run
run
run
run
pass
run
pass
pass
run
pass
run
run
run
pass
pass
run
pass
pass
pass
pass
pass
run
run
pass
pass
pass
pass
pass
pass
pass
pass
run
pass
pass
run
pass
run
pass
run
run
pass
pass
run
pass
pass
pass
pass
pass
run
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
run
pass
pass
pass
pass
run
run
pass
run
run
pass
pass
run
pass
pass
pass
pass
run
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
pass
pass
run
pass
run
pass
pass
pass
run
pass
run
run
run
pass
pass
run
pass
run
run
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
run
run
run
run
run
run
pass
run
run
pass
run
run
pass
pass
pass
pass
run
pass
run
pass
pass
run
run
run
run
run
pass
run
pass
pass
run
pass
pass
pass
run
pass
run
pass
run
pass
run
pass
pass
pass
run
pass
run
run
pass
run
run
run
run
pass
run
pass
pass
run
pass
pass
pass
run
run
pass
run
pass
run
pass
pass
run
pass
pass
run
run
run
pass
pass
run
run
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
pass
run
pass
pass
run
pass
pass
pass
run
pass
pass
pass
run
run
pass
run
pass
pass
pass
pass
run
pass
run
pass
pass
run
pass
pass
pass
run
pass
run
run
pass
run
run
pass
run
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
run
pass
run
pass
pass
run
pass
pass
run
run
run
pass
run
run
pass
run
run
run
run
pass
pass
run
pass
run
run
run
run
pass
run
pass
pass
run
run
run
run
pass
pass
pass
pass
run
pass
run
pass
run
run
pass
run
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
pass
run
run
pass
pass
run
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
pass
pass
run
pass
pass
run
pass
run
pass
run
pass
pass
run
pass
run
run
run
pass
run
run
pass
run
pass
run
pass
pass
run
pass
pass
run
run
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
pass
run
run
pass
run
pass
pass
run
pass
pass
run
run
pass
pass
run
run
pass
pass
run
pass
pass
run
run
pass
run
pass
run
pass
run
pass
pass
pass
run
run
pass
run
run
run
run
run
pass
run
pass
pass
run
run
pass
pass
run
pass
run
pass
pass
run
pass
pass
run
run
pass
run
run
pass
pass
pass
pass
run
pass
pass
run
pass
run
run
pass
pass
run
run
pass
pass
run
pass
pass
run
run
run
run
pass
run
pass
pass
pass
run
pass
run
run
run
run
run
pass
run
run
run
run
run
run
pass
run
pass
pass
pass
pass
run
pass
pass
run
pass
pass
pass
pass
pass
pass
run
pass
pass
pass
pass
run
run
run
run
run
pass
pass
pass
pass
pass
run
pass
run
pass
pass
run
run
run
pass
pass
run
run
pass
run
run
run
pass
run
pass
pass
run
run
run
pass
run
pass
run
run
run
run
run
run
pass
run
pass
run
run
run
run
pass
run
run
run
pass
run
