,zip_code,date,desc,temperature,snow,windspeed,visibility,humidity,precipitation
5017,30313,2014-12-13,Sunny,55,0.0,19,6,53,0.0
5018,30313,2014-12-14,Sunny,54,0.0,17,6,52,0.0
5019,30313,2014-12-15,Sunny,56,0.0,5,6,48,0.0
5020,30313,2014-12-16,Partly cloudy,52,0.0,28,6,68,0.0
5021,30313,2014-12-17,Partly cloudy,49,0.0,19,6,62,0.0
5022,30313,2014-12-18,Partly cloudy,53,0.0,10,6,51,0.0
5023,30313,2014-12-19,Partly cloudy,52,0.0,6,6,62,0.0
5024,30313,2014-12-20,Partly cloudy,54,0.0,5,6,68,0.0
5025,30313,2014-12-21,Cloudy,51,0.0,17,6,69,0.0
5026,30313,2014-12-22,Cloudy,47,0.0,26,6,80,0.0
5027,30313,2014-12-23,Overcast,46,0.0,20,6,94,0.0
5028,30313,2014-12-24,Overcast,55,0.0,30,6,91,0.0
5029,30313,2014-12-25,Sunny,50,0.0,13,6,63,0.0
5030,30313,2014-12-26,Sunny,55,0.0,2,6,50,0.0
5031,30313,2014-12-27,Sunny,59,0.0,7,6,65,0.0
5032,30313,2014-12-28,Overcast,60,0.0,9,6,93,0.0
5033,30313,2014-12-29,Partly cloudy,61,0.0,12,6,70,0.0
5034,30313,2014-12-30,Sunny,51,0.0,18,6,65,0.0
5035,30313,2014-12-31,Cloudy,47,0.0,7,6,60,0.0
5036,30313,2015-01-01,Sunny,53,0.0,7,6,41,0.0
5037,30313,2015-01-02,Partly cloudy,52,0.0,5,6,80,0.0
5038,30313,2015-01-03,Overcast,54,0.0,16,6,96,0.0
5039,30313,2015-01-04,Sunny,56,0.0,31,6,78,0.0
5040,45202,2012-09-01,Moderate or heavy rain shower,80,0.0,6,4,89,0.1
5041,45202,2012-09-02,Partly cloudy,81,0.0,10,6,76,0.0
5042,45202,2012-09-03,Cloudy,80,0.0,12,6,83,0.0
5043,45202,2012-09-04,Fog,71,0.0,4,0,98,0.0
5044,45202,2012-09-05,Fog,70,0.0,5,3,96,0.0
5045,45202,2012-09-06,Sunny,86,0.0,12,6,49,0.0
5046,45202,2012-09-07,Sunny,88,0.0,13,6,47,0.0
5047,45202,2012-09-08,Partly cloudy,71,0.0,14,6,54,0.0
5048,45202,2012-09-09,Sunny,75,0.0,10,6,44,0.0
5049,45202,2012-09-10,Sunny,64,0.0,4,6,63,0.0
5050,45202,2012-09-11,Sunny,78,0.0,7,6,39,0.0
5051,45202,2012-09-12,Sunny,83,0.0,7,6,41,0.0
5052,45202,2012-09-13,Partly cloudy,81,0.0,5,6,47,0.0
5053,45202,2012-09-14,Light rain shower,68,0.0,15,6,74,0.0
5054,45202,2012-09-15,Sunny,72,0.0,7,6,40,0.0
5055,45202,2012-09-16,Sunny,76,0.0,3,6,40,0.0
5056,45202,2012-09-17,Light rain shower,69,0.0,10,6,86,0.0
5057,45202,2012-09-18,Partly cloudy,65,0.0,19,6,59,0.0
5058,45202,2012-09-19,Sunny,67,0.0,4,6,35,0.0
5059,45202,2012-09-20,Sunny,76,0.0,17,6,39,0.0
5060,45202,2012-09-21,Partly cloudy,75,0.0,14,6,37,0.0
5061,45202,2012-09-22,Sunny,66,0.0,33,6,42,0.0
5062,45202,2012-09-23,Partly cloudy,61,0.0,12,6,45,0.0
5063,45202,2012-09-24,Sunny,66,0.0,14,6,37,0.0
5064,45202,2012-09-25,Partly cloudy,69,0.0,20,6,73,0.0
5065,45202,2012-09-26,Partly cloudy,79,0.0,14,6,58,0.0
5066,45202,2012-09-27,Light rain shower,72,0.0,8,6,80,0.0
5067,45202,2012-09-28,Light rain shower,66,0.0,7,6,82,0.0
5068,45202,2012-09-29,Sunny,70,0.0,8,6,48,0.0
5069,45202,2012-09-30,Partly cloudy,69,0.0,11,6,49,0.0
5070,45202,2012-10-01,Light rain,57,0.0,16,5,88,0.0
5071,45202,2012-10-02,Patchy rain possible,71,0.0,8,5,84,0.0
5072,45202,2012-10-03,Partly cloudy,71,0.0,12,6,50,0.0
5073,45202,2012-10-04,Partly cloudy,75,0.0,16,6,49,0.0
5074,45202,2012-10-05,Partly cloudy,72,0.0,12,6,63,0.0
5080,45202,2012-10-06,Partly cloudy,55,0.0,13,6,45,0.0
5081,45202,2012-10-07,Cloudy,50,0.0,9,6,61,0.0
5082,45202,2012-10-08,Sunny,54,0.0,5,6,47,0.0
5083,45202,2012-10-09,Sunny,60,0.0,14,6,43,0.0
5084,45202,2012-10-10,Sunny,54,0.0,23,6,47,0.0
5085,45202,2012-10-11,Sunny,59,0.0,12,6,41,0.0
5086,45202,2012-10-12,Sunny,57,0.0,13,6,45,0.0
5087,45202,2012-10-13,Partly cloudy,71,0.0,17,6,58,0.0
5088,45202,2012-10-14,Light rain shower,66,0.0,26,6,88,0.1
5089,45202,2012-10-15,Sunny,57,0.0,16,6,59,0.0
5090,45202,2012-10-16,Sunny,64,0.0,11,6,56,0.0
5091,45202,2012-10-17,Partly cloudy,73,0.0,20,6,54,0.0
5092,45202,2012-10-18,Partly cloudy,62,0.0,22,6,37,0.0
5093,45202,2012-10-19,Light rain,48,0.0,16,5,92,0.1
5094,45202,2012-10-20,Partly cloudy,55,0.0,17,6,63,0.0
5095,45202,2012-10-21,Sunny,65,0.0,8,6,63,0.0
5096,45202,2012-10-22,Partly cloudy,75,0.0,14,6,60,0.0
5097,45202,2012-10-23,Partly cloudy,75,0.0,13,6,50,0.0
5098,45202,2012-10-24,Sunny,76,0.0,14,6,47,0.0
5099,45202,2012-10-25,Sunny,76,0.0,17,6,49,0.0
5100,45202,2012-10-26,Overcast,49,0.0,20,6,79,0.0
5101,45202,2012-10-27,Partly cloudy,52,0.0,20,6,65,0.0
5102,45202,2012-10-28,Overcast,47,0.0,23,6,62,0.0
5103,45202,2012-10-29,Overcast,44,0.0,24,6,58,0.0
5104,45202,2012-10-30,Overcast,38,0.0,23,6,98,0.0
5105,45202,2012-10-31,Overcast,40,0.0,15,6,93,0.0
5106,45202,2012-11-01,Sunny,50,0.0,18,6,42,0.0
5107,45202,2012-11-02,Sunny,49,0.0,14,6,51,0.0
5108,45202,2012-11-03,Light drizzle,41,0.0,12,1,86,0.0
5109,45202,2012-11-04,Partly cloudy,46,0.0,11,6,58,0.0
5114,45202,2012-11-05,Sunny,45,0.0,8,6,51,0.0
5115,45202,2012-11-06,Sunny,48,0.0,6,6,49,0.0
5116,45202,2012-11-07,Sunny,50,0.0,14,6,53,0.0
5117,45202,2012-11-08,Sunny,49,0.0,4,6,40,0.0
5118,45202,2012-11-09,Sunny,57,0.0,13,6,55,0.0
5119,45202,2012-11-10,Sunny,65,0.0,17,6,55,0.0
5120,45202,2012-11-11,Sunny,65,0.0,21,6,52,0.0
5121,45202,2012-11-12,Sunny,39,0.0,19,6,73,0.0
5122,45202,2012-11-13,Sunny,41,0.0,8,6,49,0.0
5123,45202,2012-11-14,Sunny,42,0.0,12,6,55,0.0
5124,45202,2012-11-15,Partly cloudy,45,0.0,5,6,55,0.0
5125,45202,2012-11-16,Sunny,47,0.0,10,6,55,0.0
5126,45202,2012-11-17,Sunny,52,0.0,11,6,60,0.0
5127,45202,2012-11-18,Sunny,54,0.0,10,6,58,0.0
5128,45202,2012-11-19,Partly cloudy,54,0.0,5,6,64,0.0
5129,45202,2012-11-20,Sunny,56,0.0,4,6,58,0.0
5130,45202,2012-11-21,Sunny,59,0.0,1,6,59,0.0
5131,45202,2012-11-22,Partly cloudy,59,0.0,13,6,53,0.0
5132,45202,2012-11-23,Cloudy,42,0.0,35,6,55,0.0
5133,45202,2012-11-24,Sunny,34,0.0,11,6,49,0.0
5134,45202,2012-11-25,Partly cloudy,46,0.0,15,6,54,0.0
5135,45202,2012-11-26,Partly cloudy,48,0.0,7,6,59,0.0
5136,45202,2012-11-27,Partly cloudy,37,0.0,7,6,59,0.0
5137,45202,2012-11-28,Sunny,41,0.0,10,6,44,0.0
5138,45202,2012-11-29,Sunny,45,0.0,11,6,59,0.0
5139,45202,2012-11-30,Sunny,54,0.0,16,6,68,0.0
5140,45202,2012-12-01,Partly cloudy,57,0.0,18,6,78,0.0
5141,45202,2012-12-02,Light drizzle,58,0.0,18,1,94,0.0
5142,45202,2012-12-03,Sunny,67,0.0,17,6,78,0.0
5143,45202,2012-12-04,Thundery outbreaks possible,59,0.0,14,5,94,0.0
5144,45202,2012-12-05,Sunny,43,0.0,14,6,61,0.0
5150,45202,2012-12-06,Partly cloudy,48,0.0,9,6,68,0.0
5151,45202,2012-12-07,Moderate rain,50,0.0,2,4,99,0.3
5152,45202,2012-12-08,Partly cloudy,54,0.0,14,6,81,0.0
5153,45202,2012-12-09,Light rain shower,60,0.0,21,6,90,0.1
5154,45202,2012-12-10,Overcast,37,0.0,16,6,76,0.0
5155,45202,2012-12-11,Sunny,35,0.0,10,6,63,0.0
5156,45202,2012-12-12,Sunny,40,0.0,6,6,55,0.0
5157,45202,2012-12-13,Sunny,41,0.0,6,6,51,0.0
5158,45202,2012-12-14,Sunny,46,0.0,12,6,58,0.0
5159,45202,2012-12-15,Partly cloudy,48,0.0,24,6,72,0.0
5160,45202,2012-12-16,Partly cloudy,58,0.0,18,6,82,0.0
5161,45202,2012-12-17,Moderate or heavy rain shower,53,0.0,11,4,85,0.2
5162,45202,2012-12-18,Partly cloudy,42,0.0,19,6,80,0.0
5163,45202,2012-12-19,Partly cloudy,45,0.0,8,6,71,0.0
5164,45202,2012-12-20,Overcast,48,0.0,40,6,89,0.0
5165,45202,2012-12-21,Overcast,29,0.0,42,6,75,0.0
5166,45202,2012-12-22,Sunny,28,0.0,13,6,84,0.0
5167,45202,2012-12-23,Cloudy,40,0.0,9,6,90,0.0
5168,45202,2012-12-24,Cloudy,45,0.0,14,6,91,0.0
5169,45202,2012-12-25,Light snow,36,0.1,22,6,75,0.0
5170,45202,2012-12-26,Overcast,31,0.0,26,6,96,0.0
5171,45202,2012-12-27,Cloudy,32,0.0,6,6,85,0.0
5172,45202,2012-12-28,Partly cloudy,33,0.3,7,6,91,0.0
5173,45202,2012-12-29,Overcast,30,3.1,21,6,93,0.0
5174,45202,2012-12-30,Cloudy,26,0.0,13,6,89,0.0
5175,45202,2012-12-31,Partly cloudy,34,0.0,15,6,89,0.0
5176,45202,2013-01-01,Partly cloudy,30,0.2,12,6,86,0.0
5177,45202,2013-01-02,Cloudy,28,0.0,6,6,80,0.0
5178,45202,2013-01-03,Cloudy,31,0.0,17,6,82,0.0
5179,45202,2013-01-04,Cloudy,31,0.1,25,6,83,0.0
5180,45202,2013-09-01,Sunny,86,0.0,10,6,53,0.0
5181,45202,2013-09-02,Partly cloudy,85,0.0,16,6,49,0.0
5182,45202,2013-09-03,Sunny,74,0.0,12,6,54,0.0
5183,45202,2013-09-04,Sunny,80,0.0,6,6,46,0.0
5184,45202,2013-09-05,Sunny,82,0.0,9,6,50,0.0
5185,45202,2013-09-06,Sunny,78,0.0,6,6,37,0.0
5186,45202,2013-09-07,Sunny,85,0.0,8,6,45,0.0
5187,45202,2013-09-08,Sunny,87,0.0,5,6,44,0.0
5188,45202,2013-09-09,Sunny,90,0.0,13,6,40,0.0
5189,45202,2013-09-10,Moderate or heavy rain shower,86,0.0,10,4,73,0.2
5190,45202,2013-09-11,Sunny,91,0.0,10,6,44,0.0
5191,45202,2013-09-12,Sunny,79,0.0,13,6,60,0.0
5192,45202,2013-09-13,Partly cloudy,63,0.0,19,6,51,0.0
5193,45202,2013-09-14,Sunny,68,0.0,6,6,44,0.0
5194,45202,2013-09-15,Sunny,76,0.0,12,6,45,0.0
5195,45202,2013-09-16,Partly cloudy,70,0.0,12,6,56,0.0
5196,45202,2013-09-17,Partly cloudy,73,0.0,12,6,44,0.0
5197,45202,2013-09-18,Sunny,79,0.0,4,6,48,0.0
5198,45202,2013-09-19,Partly cloudy,79,0.0,12,6,64,0.0
5199,45202,2013-09-20,Partly cloudy,84,0.0,17,6,55,0.0
5200,45202,2013-09-21,Sunny,70,0.0,14,6,47,0.0
5201,45202,2013-09-22,Sunny,65,0.0,10,6,55,0.0
5202,45202,2013-09-23,Sunny,68,0.0,12,6,53,0.0
5203,45202,2013-09-24,Sunny,72,0.0,8,6,52,0.0
5204,45202,2013-09-25,Partly cloudy,74,0.0,9,6,48,0.0
5205,45202,2013-09-26,Sunny,77,0.0,10,6,45,0.0
5206,45202,2013-09-27,Sunny,77,0.0,5,6,39,0.0
5207,45202,2013-09-28,Sunny,78,0.0,6,6,39,0.0
5208,45202,2013-09-29,Patchy light drizzle,65,0.0,13,3,85,0.0
5209,45202,2013-09-30,Partly cloudy,74,0.0,13,6,62,0.0
5210,45202,2013-10-01,Partly cloudy,77,0.0,12,6,58,0.0
5211,45202,2013-10-02,Sunny,79,0.0,6,6,68,0.0
5212,45202,2013-10-03,Partly cloudy,78,0.0,13,6,62,0.0
5213,45202,2013-10-04,Sunny,82,0.0,11,6,55,0.0
5214,45202,2013-10-05,Patchy light rain,72,0.0,14,5,90,0.1
5220,45202,2013-10-06,Moderate or heavy rain shower,65,0.0,22,4,94,0.3
5221,45202,2013-10-07,Sunny,60,0.0,13,6,54,0.0
5222,45202,2013-10-08,Sunny,65,0.0,12,6,50,0.0
5223,45202,2013-10-09,Sunny,70,0.0,9,6,46,0.0
5224,45202,2013-10-10,Sunny,69,0.0,5,6,38,0.0
5225,45202,2013-10-11,Sunny,74,0.0,6,6,51,0.0
5226,45202,2013-10-12,Sunny,75,0.0,4,6,54,0.0
5227,45202,2013-10-13,Sunny,70,0.0,15,6,55,0.0
5228,45202,2013-10-14,Partly cloudy,69,0.0,9,6,50,0.0
5229,45202,2013-10-15,Cloudy,72,0.0,13,6,69,0.0
5230,45202,2013-10-16,Partly cloudy,66,0.0,17,6,64,0.0
5231,45202,2013-10-17,Cloudy,54,0.0,16,6,76,0.0
5232,45202,2013-10-18,Sunny,63,0.0,13,6,49,0.0
5233,45202,2013-10-19,Partly cloudy,49,0.0,19,6,68,0.0
5234,45202,2013-10-20,Sunny,60,0.0,16,6,51,0.0
5235,45202,2013-10-21,Partly cloudy,64,0.0,18,6,46,0.0
5236,45202,2013-10-22,Overcast,51,0.0,4,6,47,0.0
5237,45202,2013-10-23,Patchy rain possible,45,0.0,19,5,65,0.0
5238,45202,2013-10-24,Partly cloudy,43,0.0,18,6,68,0.0
5239,45202,2013-10-25,Sunny,47,0.0,11,6,45,0.0
5240,45202,2013-10-26,Partly cloudy,53,0.0,25,6,54,0.0
5241,45202,2013-10-27,Sunny,55,0.0,7,6,54,0.0
5242,45202,2013-10-28,Sunny,59,0.0,6,6,44,0.0
5243,45202,2013-10-29,Partly cloudy,58,0.0,9,6,60,0.0
5244,45202,2013-10-30,Light drizzle,63,0.0,9,1,95,0.0
5245,45202,2013-10-31,Moderate rain,60,0.0,32,4,93,0.2
5246,45202,2013-11-01,Partly cloudy,61,0.0,15,6,62,0.0
5247,45202,2013-11-02,Sunny,52,0.0,21,6,55,0.0
5248,45202,2013-11-03,Sunny,50,0.0,8,6,63,0.0
5249,45202,2013-11-04,Cloudy,56,0.0,11,6,65,0.0
5254,45202,2013-11-05,Partly cloudy,60,0.0,10,6,58,0.0
5255,45202,2013-11-06,Light drizzle,61,0.0,19,1,88,0.0
5256,45202,2013-11-07,Sunny,46,0.0,15,6,51,0.0
5257,45202,2013-11-08,Sunny,48,0.0,7,6,49,0.0
5258,45202,2013-11-09,Sunny,57,0.0,22,6,58,0.0
5259,45202,2013-11-10,Sunny,47,0.0,14,6,57,0.0
5260,45202,2013-11-11,Partly cloudy,53,0.0,14,6,55,0.0
5261,45202,2013-11-12,Sunny,33,1.4,18,6,56,0.0
5262,45202,2013-11-13,Sunny,38,0.0,13,6,35,0.0
5263,45202,2013-11-14,Sunny,49,0.0,17,6,53,0.0
5264,45202,2013-11-15,Partly cloudy,49,0.0,15,6,73,0.0
5265,45202,2013-11-16,Cloudy,56,0.0,18,6,87,0.0
5266,45202,2013-11-17,Light drizzle,62,0.0,33,1,94,0.0
5267,45202,2013-11-18,Sunny,49,0.0,26,6,58,0.0
5268,45202,2013-11-19,Partly cloudy,41,0.0,12,6,55,0.0
5269,45202,2013-11-20,Sunny,47,0.0,12,6,64,0.0
5270,45202,2013-11-21,Partly cloudy,56,0.0,10,6,77,0.0
5271,45202,2013-11-22,Cloudy,47,0.0,24,6,83,0.0
5272,45202,2013-11-23,Sunny,33,0.0,30,6,49,0.0
5273,45202,2013-11-24,Sunny,27,0.0,10,6,41,0.0
5274,45202,2013-11-25,Partly cloudy,37,0.0,15,6,35,0.0
5275,45202,2013-11-26,Heavy snow,33,0.6,11,1,88,0.0
5276,45202,2013-11-27,Cloudy,27,0.0,22,6,72,0.0
5277,45202,2013-11-28,Sunny,30,0.0,14,6,73,0.0
5278,45202,2013-11-29,Sunny,36,0.0,9,6,76,0.0
5279,45202,2013-11-30,Sunny,44,0.0,12,6,81,0.0
5280,45202,2013-12-01,Mist,47,0.0,9,1,94,0.0
5281,45202,2013-12-02,Partly cloudy,49,0.0,6,6,83,0.0
5282,45202,2013-12-03,Cloudy,53,0.0,12,6,83,0.0
5283,45202,2013-12-04,Light rain shower,58,0.0,19,6,90,0.0
5284,45202,2013-12-05,Partly cloudy,42,0.0,18,6,72,0.0
5290,45202,2013-12-06,Ice pellets,28,6.6,20,4,97,0.3
5291,45202,2013-12-07,Sunny,25,0.0,12,6,82,0.0
5292,45202,2013-12-08,Heavy freezing drizzle,29,1.7,17,0,94,0.0
5293,45202,2013-12-09,Overcast,29,0.0,19,6,79,0.0
5294,45202,2013-12-10,Sunny,25,1.7,22,6,87,0.0
5295,45202,2013-12-11,Cloudy,32,0.0,21,6,83,0.0
5296,45202,2013-12-12,Sunny,21,0.0,17,6,70,0.0
5297,45202,2013-12-13,Sunny,33,0.0,12,6,82,0.0
5298,45202,2013-12-14,Fog,35,0.0,12,0,100,0.0
5299,45202,2013-12-15,Partly cloudy,26,0.0,26,6,76,0.0
5300,45202,2013-12-16,Moderate snow,34,1.0,0,3,95,0.0
5301,45202,2013-12-17,Sunny,30,0.0,18,6,86,0.0
5302,45202,2013-12-18,Sunny,31,0.0,11,6,80,0.0
5303,45202,2013-12-19,Overcast,49,0.0,18,6,77,0.0
5304,45202,2013-12-20,Overcast,53,0.0,27,6,94,0.0
5305,45202,2013-12-21,Overcast,64,0.0,24,6,95,0.0
5306,45202,2013-12-22,Sunny,50,0.0,26,6,75,0.0
5307,45202,2013-12-23,Sunny,33,0.1,15,6,59,0.0
5308,45202,2013-12-24,Sunny,22,0.1,8,6,33,0.0
5309,45202,2013-12-25,Overcast,30,0.0,11,6,65,0.0
5310,45202,2013-12-26,Sunny,33,0.0,10,6,76,0.0
5311,45202,2013-12-27,Sunny,42,0.0,13,6,68,0.0
5312,45202,2013-12-28,Partly cloudy,46,0.0,16,6,73,0.0
5313,45202,2013-12-29,Cloudy,42,0.0,23,6,84,0.0
5314,45202,2013-12-30,Partly cloudy,29,0.0,10,6,59,0.0
5315,45202,2013-12-31,Partly cloudy,32,0.0,15,6,35,0.0
5316,45202,2014-01-01,Sunny,41,0.0,9,6,51,0.0
5317,45202,2014-01-02,Overcast,19,0.0,31,6,84,0.0
5318,45202,2014-01-03,Sunny,16,0.0,8,6,58,0.0
5319,45202,2014-01-04,Partly cloudy,33,0.0,18,6,71,0.0
5320,45202,2014-09-01,Partly cloudy,87,0.0,23,6,48,0.0
5321,45202,2014-09-02,Light rain shower,78,0.0,10,6,82,0.1
5322,45202,2014-09-03,Sunny,85,0.0,1,6,46,0.0
5323,45202,2014-09-04,Sunny,88,0.0,8,6,48,0.0
5324,45202,2014-09-05,Sunny,90,0.0,13,6,47,0.0
5325,45202,2014-09-06,Light rain shower,74,0.0,16,6,69,0.0
5326,45202,2014-09-07,Sunny,75,0.0,14,6,39,0.0
5327,45202,2014-09-08,Sunny,80,0.0,4,6,51,0.0
5328,45202,2014-09-09,Sunny,82,0.0,5,6,37,0.0
5329,45202,2014-09-10,Cloudy,83,0.0,28,6,64,0.0
5330,45202,2014-09-11,Sunny,72,0.0,12,6,60,0.0
5331,45202,2014-09-12,Cloudy,59,0.0,10,6,70,0.0
5332,45202,2014-09-13,Patchy rain possible,78,0.0,12,5,48,0.0
5333,45202,2014-09-14,Sunny,70,0.0,3,6,47,0.0
5334,45202,2014-09-15,Sunny,65,0.0,8,6,63,0.0
5335,45202,2014-09-16,Sunny,66,0.0,8,6,59,0.0
5336,45202,2014-09-17,Cloudy,67,0.0,4,6,56,0.0
5337,45202,2014-09-18,Sunny,71,0.0,12,6,43,0.0
5338,45202,2014-09-19,Sunny,74,0.0,10,6,40,0.0
5339,45202,2014-09-20,Sunny,81,0.0,18,6,54,0.0
5340,45202,2014-09-21,Sunny,73,0.0,27,6,42,0.0
5341,45202,2014-09-22,Sunny,64,0.0,11,6,44,0.0
5342,45202,2014-09-23,Sunny,70,0.0,8,6,43,0.0
5343,45202,2014-09-24,Sunny,75,0.0,12,6,36,0.0
5344,45202,2014-09-25,Sunny,78,0.0,5,6,50,0.0
5345,45202,2014-09-26,Sunny,78,0.0,10,6,42,0.0
5346,45202,2014-09-27,Sunny,79,0.0,10,6,41,0.0
5347,45202,2014-09-28,Partly cloudy,81,0.0,1,6,39,0.0
5348,45202,2014-09-29,Sunny,80,0.0,12,6,37,0.0
5349,45202,2014-09-30,Cloudy,76,0.0,13,6,54,0.0
5350,45202,2014-10-01,Sunny,73,0.0,5,6,48,0.0
5351,45202,2014-10-02,Partly cloudy,84,0.0,17,6,45,0.0
5352,45202,2014-10-03,Cloudy,64,0.0,24,6,78,0.0
5353,45202,2014-10-04,Partly cloudy,51,0.0,24,6,46,0.0
5354,45202,2014-10-05,Partly cloudy,59,0.0,17,6,41,0.0
5360,45202,2014-10-06,Light rain shower,63,0.0,22,6,74,0.0
5361,45202,2014-10-07,Light rain shower,63,0.0,17,6,89,0.1
5362,45202,2014-10-08,Sunny,66,0.0,18,6,41,0.0
5363,45202,2014-10-09,Partly cloudy,59,0.0,6,6,64,0.0
5364,45202,2014-10-10,Moderate rain,56,0.0,13,4,92,0.1
5365,45202,2014-10-11,Partly cloudy,59,0.0,13,6,57,0.0
5366,45202,2014-10-12,Sunny,64,0.0,13,6,69,0.0
5367,45202,2014-10-13,Partly cloudy,76,0.0,18,6,69,0.0
5368,45202,2014-10-14,Patchy rain possible,65,0.0,18,5,83,0.0
5369,45202,2014-10-15,Partly cloudy,57,0.0,14,6,86,0.0
5370,45202,2014-10-16,Partly cloudy,63,0.0,15,6,70,0.0
5371,45202,2014-10-17,Sunny,69,0.0,22,6,55,0.0
5372,45202,2014-10-18,Partly cloudy,52,0.0,19,6,72,0.0
5373,45202,2014-10-19,Sunny,56,0.0,4,6,55,0.0
5374,45202,2014-10-20,Partly cloudy,61,0.0,17,6,72,0.0
5375,45202,2014-10-21,Partly cloudy,53,0.0,15,6,70,0.0
5376,45202,2014-10-22,Partly cloudy,53,0.0,11,6,66,0.0
5377,45202,2014-10-23,Sunny,58,0.0,2,6,64,0.0
5378,45202,2014-10-24,Sunny,62,0.0,6,6,56,0.0
5379,45202,2014-10-25,Sunny,71,0.0,16,6,69,0.0
5380,45202,2014-10-26,Sunny,65,0.0,8,6,44,0.0
5381,45202,2014-10-27,Cloudy,75,0.0,18,6,64,0.0
5382,45202,2014-10-28,Partly cloudy,63,0.0,16,6,88,0.0
5383,45202,2014-10-29,Partly cloudy,56,0.0,20,6,54,0.0
5384,45202,2014-10-30,Partly cloudy,52,0.0,4,6,55,0.0
5385,45202,2014-10-31,Partly cloudy,41,0.0,22,6,75,0.0
5386,45202,2014-11-01,Sunny,39,0.0,22,6,57,0.0
5387,45202,2014-11-02,Sunny,46,0.0,5,6,37,0.0
5388,45202,2014-11-03,Sunny,58,0.0,17,6,49,0.0
5389,45202,2014-11-04,Cloudy,62,0.0,18,6,58,0.0
5394,45202,2014-11-05,Sunny,55,0.0,4,6,75,0.0
5395,45202,2014-11-06,Overcast,47,0.0,26,6,80,0.0
5396,45202,2014-11-07,Sunny,45,0.0,5,6,51,0.0
5397,45202,2014-11-08,Overcast,48,0.0,17,6,74,0.0
5398,45202,2014-11-09,Sunny,51,0.0,15,6,51,0.0
5399,45202,2014-11-10,Sunny,59,0.0,18,6,50,0.0
5400,45202,2014-11-11,Light drizzle,60,0.0,18,1,86,0.0
5401,45202,2014-11-12,Sunny,39,0.0,10,6,58,0.0
5402,45202,2014-11-13,Sunny,31,0.0,18,6,38,0.0
5403,45202,2014-11-14,Sunny,33,0.0,9,6,36,0.0
5404,45202,2014-11-15,Partly cloudy,36,0.1,7,6,32,0.0
5405,45202,2014-11-16,Overcast,37,0.0,6,6,71,0.0
5406,45202,2014-11-17,Sunny,20,0.9,19,6,89,0.0
5407,45202,2014-11-18,Cloudy,20,0.0,23,6,81,0.0
5408,45202,2014-11-19,Cloudy,36,0.0,25,6,97,0.0
5409,45202,2014-11-20,Cloudy,28,0.0,19,6,82,0.0
5410,45202,2014-11-21,Sunny,30,0.0,9,6,70,0.0
5411,45202,2014-11-22,Cloudy,51,0.0,19,6,85,0.0
5412,45202,2014-11-23,Patchy light rain,53,0.0,25,5,84,0.0
5413,45202,2014-11-24,Partly cloudy,45,0.0,33,6,68,0.0
5414,45202,2014-11-25,Partly cloudy,41,0.0,10,6,63,0.0
5415,45202,2014-11-26,Partly cloudy,39,0.0,6,6,65,0.0
5416,45202,2014-11-27,Cloudy,34,0.0,23,6,53,0.0
5417,45202,2014-11-28,Sunny,35,0.0,19,6,50,0.0
5418,45202,2014-11-29,Light drizzle,45,0.0,22,1,96,0.0
5419,45202,2014-11-30,Overcast,60,0.0,24,6,94,0.0
5420,45202,2014-12-01,Patchy heavy snow,34,2.1,19,3,77,0.1
5421,45202,2014-12-02,Overcast,39,0.0,10,6,88,0.0
5422,45202,2014-12-03,Sunny,41,0.0,14,6,67,0.0
5423,45202,2014-12-04,Patchy light rain,37,0.0,14,5,88,0.0
5424,45202,2014-12-05,Light rain,45,0.0,5,5,98,0.0
5430,45202,2014-12-06,Cloudy,41,0.0,28,6,80,0.0
5431,45202,2014-12-07,Partly cloudy,40,0.0,15,6,56,0.0
5432,45202,2014-12-08,Overcast,46,0.0,15,6,78,0.0
5433,45202,2014-12-09,Cloudy,40,0.0,18,6,82,0.0
5434,45202,2014-12-10,Partly cloudy,35,0.0,17,6,62,0.0
5435,45202,2014-12-11,Partly cloudy,38,0.0,17,6,44,0.0
5436,45202,2014-12-12,Partly cloudy,39,0.0,15,6,56,0.0
5437,45202,2014-12-13,Cloudy,43,0.0,12,6,83,0.0
5438,45202,2014-12-14,Partly cloudy,45,0.0,6,6,76,0.0
5439,45202,2014-12-15,Sunny,45,0.0,16,6,74,0.0
5440,45202,2014-12-16,Cloudy,43,0.0,26,6,85,0.0
5441,45202,2014-12-17,Partly cloudy,33,0.0,16,6,67,0.0
5442,45202,2014-12-18,Partly cloudy,30,0.0,5,6,66,0.0
5443,45202,2014-12-19,Sunny,32,0.0,4,6,48,0.0
5444,45202,2014-12-20,Partly cloudy,34,0.0,8,6,54,0.0
5445,45202,2014-12-21,Sunny,37,0.0,13,6,49,0.0
5446,45202,2014-12-22,Cloudy,44,0.0,21,6,88,0.0
5447,45202,2014-12-23,Light drizzle,53,0.0,10,1,97,0.0
5448,45202,2014-12-24,Moderate rain,45,0.0,33,4,90,0.2
5449,45202,2014-12-25,Sunny,40,0.2,17,6,75,0.0
5450,45202,2014-12-26,Overcast,48,0.0,16,6,76,0.0
5451,45202,2014-12-27,Light drizzle,49,0.0,18,1,84,0.0
5452,45202,2014-12-28,Partly cloudy,36,0.0,11,6,71,0.0
5453,45202,2014-12-29,Partly cloudy,36,0.0,14,6,55,0.0
5454,45202,2014-12-30,Sunny,32,0.0,14,6,36,0.0
