0.0841, ± 0.0017,down
0.0396,± 0.0011,score_differential
0.0356, ± 0.0015,ydstogo
0.0151,± 0.0008,game_seconds_remaining
0.013,± 0.0008,qtr
0.005,± 0.0007,half_seconds_remaining
0.005,± 0.0004,posteam_timeouts_remaining
0.0001,± 0.0003,yardline_100
-0.0003, ± 0.0002,defteam_timeouts_remaining
